,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1538717,2505998,388401,Consumer loans,18892.845,85032.0,70416.0,17010.0,85032.0,FRIDAY,14,Y,1,0.21189847829749,,,XAP,Refused,-1118,Cash through the bank,HC,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,4.0,middle,POS mobile without interest,,,,,,
1418444,1232518,388401,Consumer loans,8043.165,68355.0,38799.0,31500.0,68355.0,SUNDAY,16,Y,1,0.4880064245062325,,,XAP,Approved,-920,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,6.0,high,POS mobile with interest,365243.0,-889.0,-739.0,-739.0,-731.0,0.0
588986,1146820,388401,Consumer loans,25646.355,134955.0,135774.0,13495.5,134955.0,SATURDAY,12,Y,1,0.098465033805542,,,XAP,Approved,-648,XNA,XAP,,Repeater,Computers,POS,XNA,Stone,60,Consumer electronics,6.0,middle,POS household with interest,365243.0,-617.0,-467.0,-467.0,-465.0,0.0
366,2139354,388401,Revolving loans,29250.0,0.0,585000.0,,,THURSDAY,15,N,1,,,,XAP,Refused,-608,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,,,,,,
351729,2117647,388401,Revolving loans,29250.0,0.0,765000.0,,,THURSDAY,15,N,0,,,,XAP,Refused,-608,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,,,,,,
411525,1343347,388401,Cash loans,51334.695,810000.0,893398.5,,810000.0,THURSDAY,15,Y,1,,,,XNA,Refused,-608,XNA,HC,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,36.0,high,Cash X-Sell: high,,,,,,
1428084,2163887,388401,Revolving loans,29250.0,0.0,765000.0,,,THURSDAY,15,N,0,,,,XAP,Refused,-608,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,,,,,,
458977,1601845,388401,Cash loans,51334.695,810000.0,893398.5,,810000.0,WEDNESDAY,10,Y,1,,,,XNA,Refused,-602,XNA,HC,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,36.0,high,Cash X-Sell: high,,,,,,
21484,1351764,388401,Cash loans,,0.0,0.0,,,THURSDAY,9,Y,1,,,,XNA,Refused,-293,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
237382,1347262,388401,Cash loans,,0.0,0.0,,,THURSDAY,9,Y,1,,,,XNA,Refused,-293,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1531869,1712680,388401,Cash loans,43839.0,450000.0,450000.0,,450000.0,TUESDAY,17,Y,1,,,,XNA,Canceled,-280,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,low_normal,Cash X-Sell: low,,,,,,
1539164,1273695,388401,Revolving loans,13500.0,0.0,270000.0,,,THURSDAY,14,Y,1,,,,XAP,Refused,-188,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
1014914,2224452,415154,Consumer loans,7357.05,80334.0,77688.0,9643.5,80334.0,WEDNESDAY,12,Y,1,0.1202618549070859,,,XAP,Approved,-2452,Cash through the bank,XAP,Children,Repeater,Consumer Electronics,POS,XNA,Country-wide,55,Consumer electronics,12.0,low_normal,POS household without interest,365243.0,-2421.0,-2091.0,-2091.0,-2084.0,1.0
2936,1749274,415154,Revolving loans,6750.0,0.0,90000.0,,,TUESDAY,11,N,0,,,,XAP,Refused,-2425,XNA,XNA,,Repeater,XNA,Cards,x-sell,Country-wide,55,Consumer electronics,0.0,XNA,Card Street,,,,,,
72634,2822480,415154,Revolving loans,6750.0,0.0,67500.0,,,TUESDAY,11,N,1,,,,XAP,Refused,-2425,XNA,SCO,,Repeater,XNA,Cards,x-sell,Country-wide,55,Consumer electronics,0.0,XNA,Card Street,,,,,,
662480,1358939,415154,Revolving loans,6750.0,0.0,112500.0,,,TUESDAY,9,Y,1,,,,XAP,Approved,-2285,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,55,Consumer electronics,0.0,XNA,Card X-Sell,-2284.0,-2223.0,365243.0,-1554.0,365243.0,0.0
1150779,1670481,415154,Cash loans,17922.51,423000.0,423000.0,,423000.0,TUESDAY,13,Y,1,,,,XNA,Approved,-626,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Stone,55,Furniture,36.0,low_normal,Cash X-Sell: low,365243.0,-596.0,454.0,-566.0,-557.0,0.0
302048,1670482,415154,Cash loans,50031.0,1350000.0,1350000.0,,1350000.0,FRIDAY,11,Y,1,,,,XNA,Approved,-588,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Stone,55,Furniture,36.0,low_action,Cash X-Sell: low,365243.0,-558.0,492.0,365243.0,365243.0,0.0
45778,1537775,442004,Consumer loans,9053.505,81000.0,73071.0,13500.0,81000.0,SATURDAY,9,Y,1,0.1698343241123155,,,XAP,Approved,-1722,XNA,XAP,Unaccompanied,Refreshed,Furniture,POS,XNA,Stone,20,Furniture,10.0,middle,POS industry with interest,365243.0,-1687.0,-1417.0,-1417.0,-1413.0,0.0
816013,1660538,442004,Consumer loans,9191.25,100341.0,100341.0,0.0,100341.0,SATURDAY,11,Y,1,0.0,,,XAP,Approved,-1631,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,5,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1580.0,-1250.0,-1250.0,-1245.0,0.0
414170,1570762,442004,Consumer loans,5457.6,57735.0,51961.5,5773.5,57735.0,TUESDAY,11,Y,1,0.1089090909090909,,,XAP,Approved,-655,Cash through the bank,XAP,,Repeater,Construction Materials,POS,XNA,Stone,20,Construction,12.0,middle,POS household with interest,365243.0,-624.0,-294.0,-474.0,-468.0,0.0
3738,2372717,442004,Revolving loans,22500.0,0.0,450000.0,,,THURSDAY,9,N,1,,,,XAP,Refused,-541,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
774990,2372718,442004,Revolving loans,,0.0,0.0,,,THURSDAY,9,Y,1,,,,XAP,Refused,-541,XNA,HC,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),4,XNA,,XNA,Card Street,,,,,,
968488,1539493,442004,Cash loans,9830.97,90000.0,95940.0,,90000.0,THURSDAY,9,Y,1,,,,XNA,Approved,-541,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-511.0,-181.0,-181.0,-174.0,1.0
549414,1151151,442004,Consumer loans,12705.84,74655.0,70735.5,7465.5,74655.0,MONDAY,9,Y,1,0.1039706420866508,,,XAP,Approved,-488,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,20,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-457.0,-307.0,-307.0,-300.0,0.0
448675,2332970,442004,Consumer loans,9049.32,81000.0,81000.0,0.0,81000.0,TUESDAY,13,Y,1,0.0,,,XAP,Approved,-319,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,55,Furniture,10.0,low_normal,POS industry with interest,365243.0,-289.0,-19.0,-19.0,-13.0,0.0
1447952,1654164,442004,Revolving loans,7875.0,0.0,157500.0,,,THURSDAY,10,Y,1,,,,XAP,Refused,-163,XNA,HC,,Repeater,XNA,Cards,x-sell,Stone,20,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
