,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
795655,1103739,236044,Consumer loans,24044.58,223965.0,216423.0,22396.5,223965.0,TUESDAY,15,Y,1,0.1021349786992039,,,XAP,Approved,-2663,XNA,XAP,Group of people,New,Audio/Video,POS,XNA,Country-wide,-1,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2632.0,-2362.0,-2362.0,-2357.0,1.0
356186,2367229,236122,Revolving loans,2250.0,0.0,45000.0,,,FRIDAY,15,N,1,,,,XAP,Refused,-2287,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Stone,200,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
356185,2285140,236122,Revolving loans,2250.0,0.0,90000.0,,,FRIDAY,15,N,0,,,,XAP,Refused,-2287,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Stone,200,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
913849,2724026,236190,Revolving loans,42750.0,855000.0,855000.0,,855000.0,WEDNESDAY,14,Y,1,,,,XAP,Refused,-227,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
899797,1530808,236190,Cash loans,9127.35,135000.0,135000.0,0.0,135000.0,SUNDAY,9,Y,1,0.0,,,XNA,Approved,-2400,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,24.0,high,Cash Street: high,365243.0,-2370.0,-1680.0,-1680.0,-1672.0,0.0
579620,2010332,236227,Revolving loans,11250.0,0.0,225000.0,,,SATURDAY,9,N,1,,,,XAP,Refused,-176,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,,,,,,
252955,1394269,236227,Revolving loans,20250.0,0.0,405000.0,,,MONDAY,10,N,1,,,,XAP,Refused,-174,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,,,,,,
511077,1334022,236340,Consumer loans,4370.175,36405.0,32760.0,3645.0,36405.0,FRIDAY,12,Y,1,0.1090437127767165,,,XAP,Approved,-2794,XNA,XAP,,Repeater,Mobile,POS,XNA,Stone,5,Connectivity,10.0,high,POS mobile with interest,365243.0,-2749.0,-2479.0,-2599.0,-2596.0,0.0
1529867,2782167,236340,Revolving loans,9000.0,0.0,135000.0,,,SUNDAY,10,N,0,,,,XAP,Refused,-2638,XNA,SYSTEM,,Repeater,XNA,Cards,x-sell,Country-wide,10,Consumer electronics,0.0,XNA,Card Street,,,,,,
1554510,1427348,236476,Cash loans,6579.0,225000.0,225000.0,,225000.0,SUNDAY,11,Y,1,,,,Other,Refused,-246,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
258537,2022224,236476,Revolving loans,4500.0,337500.0,225000.0,,337500.0,FRIDAY,13,N,0,,,,XAP,Refused,-444,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
997836,1253875,236519,Revolving loans,22500.0,0.0,450000.0,,,TUESDAY,17,Y,1,,,,XAP,Refused,-618,XNA,HC,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
891532,1172770,236519,Cash loans,23836.815,225000.0,285687.0,,225000.0,WEDNESDAY,18,Y,1,,,,XNA,Refused,-421,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,,,,,,
1263404,1700203,236524,Revolving loans,,0.0,0.0,,,SATURDAY,14,Y,1,,,,XAP,Canceled,-264,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
601712,1756492,236524,Consumer loans,5781.96,40315.5,35779.5,6750.0,40315.5,TUESDAY,16,Y,1,0.1728532815190311,,,XAP,Approved,-2172,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,20,Connectivity,8.0,high,POS mobile with interest,365243.0,-2133.0,-1923.0,-1923.0,-1901.0,0.0
195701,1707818,236559,Revolving loans,3375.0,90000.0,90000.0,,90000.0,FRIDAY,13,N,0,,,,XAP,Refused,-245,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,,,,,,
1250479,2301526,236559,Cash loans,27596.925,373500.0,412942.5,,373500.0,FRIDAY,15,Y,1,,,,XNA,Refused,-35,XNA,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,24.0,middle,Cash X-Sell: middle,,,,,,
627569,1357537,236565,Revolving loans,22500.0,0.0,450000.0,,,WEDNESDAY,9,N,1,,,,XAP,Refused,-684,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1584348,2176662,236565,Revolving loans,3375.0,0.0,67500.0,,,FRIDAY,9,Y,1,,,,XAP,Refused,-626,XNA,SCOFR,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
802354,1752983,236607,Consumer loans,11834.46,262696.5,262696.5,0.0,262696.5,THURSDAY,10,Y,1,0.0,,,XAP,Approved,-1027,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Regional / Local,80,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-996.0,-306.0,-636.0,-632.0,0.0
383422,2454860,236607,Cash loans,36600.975,315000.0,399051.0,,315000.0,TUESDAY,10,Y,1,,,,XNA,Refused,-791,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,,,,,,
853561,1216664,236639,Cash loans,42306.795,675000.0,721332.0,,675000.0,TUESDAY,13,Y,1,,,,XNA,Approved,-373,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-343.0,347.0,365243.0,365243.0,1.0
474959,1587223,236639,Revolving loans,11250.0,0.0,225000.0,,,MONDAY,10,Y,1,,,,XAP,Refused,-794,XNA,SCO,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1405389,2718946,236654,Cash loans,,0.0,0.0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-23,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
41869,2441828,236654,Cash loans,32328.0,900000.0,900000.0,,900000.0,MONDAY,11,Y,1,,,,Payments on other loans,Refused,-23,Cash through the bank,HC,Children,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
1230457,2028345,236843,Consumer loans,3421.485,22486.5,21573.0,2250.0,22486.5,SUNDAY,12,Y,1,0.1028608716557337,,,XAP,Approved,-2476,Cash through the bank,XAP,Other_B,New,Mobile,POS,XNA,Country-wide,40,Connectivity,8.0,low_normal,POS mobile with interest,365243.0,-2445.0,-2235.0,-2235.0,-2231.0,1.0
673798,1001069,236843,Revolving loans,6750.0,0.0,135000.0,,,SUNDAY,10,Y,1,,,,XAP,Approved,-2231,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,40,Connectivity,0.0,XNA,Card X-Sell,-2148.0,-2088.0,365243.0,365243.0,365243.0,0.0
92176,1382676,237050,Cash loans,17208.63,270000.0,306531.0,,270000.0,TUESDAY,9,Y,1,,,,XNA,Approved,-526,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),2,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-496.0,374.0,-256.0,-241.0,1.0
146572,1441407,237050,Consumer loans,6418.485,50220.0,47056.5,6750.0,50220.0,MONDAY,11,Y,1,0.1366259399210808,,,XAP,Refused,-1759,Cash through the bank,HC,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,35,Connectivity,10.0,high,POS mobile with interest,,,,,,
1666735,2437404,237077,Cash loans,5530.5,45000.0,45000.0,0.0,45000.0,TUESDAY,12,Y,1,0.0,,,XNA,Approved,-2565,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,10.0,middle,Cash Street: middle,365243.0,-2535.0,-2265.0,-2265.0,-2252.0,0.0
152658,2582608,237077,Cash loans,51796.98,1755000.0,1963494.0,,1755000.0,TUESDAY,15,Y,1,,,,Buying a home,Refused,-556,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
506251,1565828,237110,Cash loans,15349.5,225000.0,225000.0,,225000.0,FRIDAY,11,Y,1,,,,XNA,Approved,-1032,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,365243.0,-1002.0,48.0,-102.0,-99.0,0.0
422182,2518720,237110,Consumer loans,7755.3,96705.0,75294.0,36000.0,96705.0,THURSDAY,15,Y,1,0.352285592460265,,,XAP,Approved,-1411,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,145,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1380.0,-1050.0,-1200.0,-1191.0,0.0
1331913,1605979,237311,Cash loans,,0.0,0.0,,,THURSDAY,16,Y,1,,,,XNA,Canceled,-330,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
385167,1520933,237311,Cash loans,13071.105,90000.0,110146.5,,90000.0,TUESDAY,13,Y,1,,,,XNA,Refused,-1459,Cash through the bank,HC,"Spouse, partner",Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high,,,,,,
1205159,2159821,237433,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,11,Y,1,,,,XAP,Refused,-258,XNA,SCO,Family,Refreshed,XNA,Cards,walk-in,Stone,150,Furniture,0.0,XNA,Card Street,,,,,,
152644,2752467,237433,Revolving loans,11250.0,0.0,225000.0,,,WEDNESDAY,9,N,1,,,,XAP,Refused,-1161,XNA,HC,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
446475,2121736,237453,Cash loans,8909.19,90000.0,113449.5,,90000.0,THURSDAY,10,Y,1,,,,Urgent needs,Refused,-221,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,18.0,middle,Cash Street: middle,,,,,,
181393,2754269,237453,Revolving loans,4500.0,0.0,112500.0,,,FRIDAY,16,N,0,,,,XAP,Refused,-2761,XNA,SYSTEM,,Repeater,XNA,Cards,x-sell,Country-wide,38,Connectivity,0.0,XNA,Card Street,,,,,,
1299228,2170804,237569,Revolving loans,16875.0,765000.0,337500.0,,765000.0,WEDNESDAY,15,N,1,,,,XAP,Refused,-876,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
890819,2693775,237569,Consumer loans,5435.505,59841.0,45985.5,18000.0,59841.0,WEDNESDAY,9,Y,1,0.3063762315467781,,,XAP,Approved,-1660,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Regional / Local,15,Connectivity,12.0,high,POS mobile with interest,365243.0,-1628.0,-1298.0,-1478.0,-1474.0,0.0
640106,2426484,237663,Cash loans,19254.015,270000.0,291384.0,,270000.0,SATURDAY,9,Y,1,,,,Repairs,Approved,-273,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,low_normal,Cash Street: low,365243.0,-243.0,267.0,-213.0,-209.0,1.0
1121520,1477325,237663,Cash loans,,0.0,0.0,,,SATURDAY,9,Y,1,,,,XNA,Canceled,-273,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
466897,1805643,237742,Revolving loans,2250.0,0.0,135000.0,,,FRIDAY,17,N,0,,,,XAP,Refused,-1214,XNA,HC,,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
355596,2584661,237742,Consumer loans,8770.005,75150.0,45090.0,30060.0,75150.0,MONDAY,12,Y,1,0.4356363636363636,,,XAP,Approved,-2681,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,304,Consumer electronics,6.0,high,POS household without interest,365243.0,-2648.0,-2498.0,-2498.0,-2493.0,0.0
487634,1806234,237811,Cash loans,22250.835,270000.0,347832.0,,270000.0,TUESDAY,6,Y,1,,,,XNA,Approved,-1590,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-1560.0,-870.0,-1320.0,-1312.0,1.0
379702,1962464,237811,Cash loans,66708.0,1800000.0,1800000.0,,1800000.0,WEDNESDAY,9,Y,1,,,,XNA,Refused,-1136,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_action,Cash Street: low,,,,,,
1461429,2553845,237845,Consumer loans,18269.55,165762.0,179986.5,0.0,165762.0,THURSDAY,15,Y,1,0.0,,,XAP,Approved,-831,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,2661,Consumer electronics,12.0,middle,POS household with interest,365243.0,-800.0,-470.0,-470.0,-464.0,0.0
1001261,1093123,237845,Cash loans,34118.37,495000.0,608665.5,,495000.0,THURSDAY,13,Y,1,,,,XNA,Refused,-628,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,,,,,,
1283871,1780638,237904,Consumer loans,18863.145,172345.5,168610.5,17235.0,172345.5,SATURDAY,7,Y,1,0.1010004644620494,,,XAP,Approved,-1056,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,2000,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1025.0,-755.0,-755.0,-747.0,0.0
1392598,1752479,237904,Consumer loans,4190.175,30555.0,29763.0,3060.0,30555.0,WEDNESDAY,12,Y,1,0.1015330159284094,,,XAP,Approved,-1878,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,39,Connectivity,10.0,high,POS mobile with interest,365243.0,-1841.0,-1571.0,-1571.0,-1566.0,0.0
1224293,2150509,237987,Cash loans,28595.88,225000.0,239850.0,,225000.0,WEDNESDAY,10,Y,1,,,,XNA,Refused,-491,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
212633,2684298,237987,Revolving loans,9000.0,180000.0,180000.0,,180000.0,MONDAY,10,N,1,,,,XAP,Refused,-563,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
93034,2212581,238116,Cash loans,,0.0,0.0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-224,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1554948,2271394,238116,Revolving loans,11250.0,0.0,225000.0,,,TUESDAY,10,Y,1,,,,XAP,Approved,-1207,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1343318,2423158,238121,Revolving loans,10125.0,202500.0,202500.0,,202500.0,SATURDAY,15,Y,1,,,,XAP,Refused,-224,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
703234,2309792,238121,Cash loans,11313.99,153000.0,213588.0,,153000.0,SATURDAY,15,Y,1,,,,XNA,Approved,-224,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-194.0,856.0,-44.0,-41.0,1.0
1248843,2543506,238153,Revolving loans,3375.0,0.0,67500.0,,,THURSDAY,10,Y,1,,,,XAP,Approved,-2761,XNA,XAP,,Repeater,XNA,Cards,x-sell,Stone,645,Furniture,0.0,XNA,Card Street,-2756.0,-2703.0,365243.0,-1423.0,365243.0,0.0
147343,1738775,238153,Consumer loans,23682.555,120492.0,126855.0,0.0,120492.0,SUNDAY,19,Y,1,0.0,,,XAP,Approved,-406,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,584,Consumer electronics,6.0,middle,POS household with interest,365243.0,-374.0,-224.0,-224.0,-217.0,0.0
299242,1582355,238231,Revolving loans,6750.0,0.0,157500.0,,,WEDNESDAY,14,N,0,,,,XAP,Refused,-2639,XNA,SYSTEM,,Repeater,XNA,Cards,x-sell,Country-wide,2798,Consumer electronics,0.0,XNA,Card Street,,,,,,
1416862,1065331,238231,Revolving loans,6750.0,0.0,135000.0,,,WEDNESDAY,14,Y,1,,,,XAP,Approved,-2639,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,2798,Consumer electronics,0.0,XNA,Card Street,-2635.0,-2579.0,365243.0,-509.0,365243.0,0.0
920254,1787814,238265,Revolving loans,38250.0,0.0,765000.0,,,THURSDAY,11,N,0,,,,XAP,Refused,-485,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,1291,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
1523170,1488228,238265,Consumer loans,16732.08,136647.0,152262.0,0.0,136647.0,THURSDAY,14,Y,1,0.0,,,XAP,Approved,-667,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,40,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-631.0,-361.0,-361.0,-356.0,0.0
434540,2636177,238298,Consumer loans,16161.39,149310.0,145467.0,14931.0,149310.0,SATURDAY,13,Y,1,0.1013804184817539,,,XAP,Approved,-2726,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Stone,67,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-2695.0,-2425.0,-2425.0,-2417.0,1.0
215169,2215749,238298,Revolving loans,45000.0,900000.0,900000.0,,900000.0,FRIDAY,8,Y,1,,,,XAP,Refused,-599,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
622124,1058597,238352,Cash loans,15541.515,337500.0,408780.0,,337500.0,FRIDAY,11,Y,1,,,,XNA,Approved,-187,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-157.0,1253.0,365243.0,365243.0,1.0
32791,1012704,238352,Cash loans,18162.675,256500.0,355225.5,,256500.0,THURSDAY,15,Y,1,,,,XNA,Approved,-1070,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-1040.0,10.0,-770.0,-765.0,1.0
708267,2418863,238375,Cash loans,,0.0,0.0,,,SATURDAY,7,Y,1,,,,XNA,Canceled,-120,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
499129,1832525,238375,Consumer loans,4204.17,34447.5,20947.5,13500.0,34447.5,MONDAY,10,Y,1,0.4268155097678285,,,XAP,Approved,-2729,Cash through the bank,XAP,,New,Mobile,POS,XNA,Stone,32,Connectivity,6.0,high,POS mobile with interest,365243.0,-2697.0,-2547.0,-2577.0,-2534.0,0.0
456121,2670433,238382,Revolving loans,9000.0,0.0,180000.0,,,WEDNESDAY,8,N,0,,,,XAP,Refused,-2679,XNA,XNA,,Repeater,XNA,Cards,x-sell,Stone,10,Connectivity,0.0,XNA,Card Street,,,,,,
811501,2823085,238382,Cash loans,,0.0,0.0,,,TUESDAY,8,Y,1,,,,XNA,Canceled,-265,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
428798,1287975,238399,Cash loans,9950.13,135000.0,152820.0,,135000.0,WEDNESDAY,8,Y,1,,,,Other,Approved,-120,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,24.0,middle,Cash Street: middle,,,,,,
1287910,1218062,238399,Consumer loans,4899.105,38200.5,41980.5,0.0,38200.5,THURSDAY,9,Y,1,0.0,,,XAP,Approved,-2450,XNA,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,5,Connectivity,12.0,high,POS mobile with interest,365243.0,-2419.0,-2089.0,-2089.0,-2083.0,1.0
776011,1873834,238414,Consumer loans,4581.045,45818.235,41233.5,4584.735,45818.235,THURSDAY,16,Y,1,0.1089782967216198,,,XAP,Approved,-2769,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,2193,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2738.0,-2468.0,-2468.0,-2430.0,0.0
1332057,2627268,238414,Cash loans,63195.435,1354500.0,1434955.5,,1354500.0,FRIDAY,14,Y,1,,,,XNA,Approved,-507,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,low_normal,Cash X-Sell: low,365243.0,-477.0,393.0,-267.0,-260.0,1.0
1040189,2353861,238879,Consumer loans,8855.595,75600.0,86575.5,0.0,75600.0,MONDAY,14,Y,1,0.0,,,XAP,Approved,-236,Cash through the bank,XAP,Children,Refreshed,Furniture,POS,XNA,Stone,120,Furniture,12.0,middle,POS industry with interest,365243.0,-206.0,124.0,365243.0,365243.0,1.0
256672,2663882,238879,Revolving loans,2250.0,45000.0,45000.0,,45000.0,MONDAY,15,N,1,,,,XAP,Refused,-236,XNA,HC,Children,Refreshed,XNA,Cards,x-sell,Country-wide,20,Connectivity,0.0,XNA,Card X-Sell,,,,,,
742846,2060503,238918,Consumer loans,14059.845,75591.0,79582.5,0.0,75591.0,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-379,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,500,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-348.0,-198.0,-198.0,-194.0,0.0
1014267,2297230,238918,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-323,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
717411,1070532,238924,Cash loans,25158.285,351000.0,477994.5,,351000.0,THURSDAY,8,Y,1,,,,XNA,Refused,-154,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
16698,2363559,238924,Revolving loans,9000.0,180000.0,180000.0,,180000.0,THURSDAY,8,N,0,,,,XAP,Refused,-154,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1393656,1988309,238955,Cash loans,42515.55,1350000.0,1546020.0,,1350000.0,MONDAY,17,Y,1,,,,Repairs,Refused,-206,Cash through the bank,XNA,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1048426,1352280,238955,Cash loans,,0.0,0.0,,,SATURDAY,10,Y,1,,,,XNA,Canceled,-215,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1614181,2128539,239160,Revolving loans,5625.0,0.0,135000.0,,,THURSDAY,9,N,0,,,,XAP,Refused,-2715,XNA,XNA,,Repeater,XNA,Cards,x-sell,Country-wide,25,Connectivity,0.0,XNA,Card Street,,,,,,
696444,2342789,239160,Cash loans,,0.0,0.0,,,FRIDAY,9,Y,1,,,,XNA,Canceled,-362,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1657843,2802804,239283,Revolving loans,11250.0,225000.0,225000.0,,225000.0,WEDNESDAY,7,N,1,,,,XAP,Refused,-273,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
864877,1889637,239283,Consumer loans,13875.39,78538.5,78538.5,0.0,78538.5,FRIDAY,8,Y,1,0.0,,,XAP,Approved,-418,Cash through the bank,XAP,,New,Furniture,POS,XNA,Stone,80,Furniture,6.0,low_normal,POS industry with interest,365243.0,-387.0,-237.0,-237.0,-234.0,0.0
1050826,1530095,239302,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-384,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
722001,1404544,239302,Revolving loans,,0.0,0.0,,,TUESDAY,11,Y,1,,,,XAP,Canceled,-275,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1008102,1576649,239324,Consumer loans,5625.0,47047.5,51187.5,0.0,47047.5,SATURDAY,9,Y,1,0.0,,,XAP,Approved,-263,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-223.0,47.0,365243.0,365243.0,0.0
1629305,2544965,239324,Revolving loans,6750.0,0.0,180000.0,,,SUNDAY,9,N,0,,,,XAP,Refused,-2110,XNA,LIMIT,,Repeater,XNA,Cards,x-sell,Country-wide,1911,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
1159560,1748151,239383,Consumer loans,6020.415,55620.0,54189.0,5562.0,55620.0,SATURDAY,10,Y,1,0.101379451998521,,,XAP,Approved,-2891,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Stone,60,Furniture,10.0,low_normal,POS industry with interest,365243.0,-2860.0,-2590.0,-2590.0,-2582.0,1.0
1149030,2114575,239383,Revolving loans,7875.0,0.0,157500.0,,,THURSDAY,10,N,0,,,,XAP,Refused,-2711,XNA,XNA,,Repeater,XNA,Cards,x-sell,Country-wide,950,Consumer electronics,0.0,XNA,Card Street,,,,,,
234842,2145243,239509,Revolving loans,,0.0,0.0,,,FRIDAY,17,Y,1,,,,XAP,Canceled,-155,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
